ID_venta,fecha,ID_cliente,ID_producto,cantidad,precio_unitario,total
4184,2034-06-15,417,25,8,165.34,1322.72
4185,2034-06-16,100,20,3,443.87,1331.6100000000001
4186,2034-06-17,252,45,1,114.61,114.61
4187,2034-06-18,138,13,8,402.07,3216.56
4188,2034-06-19,186,42,2,325.57,651.14
4189,2034-06-20,384,25,4,165.34,661.36
4190,2034-06-21,310,43,5,464.59,2322.95
4191,2034-06-22,193,26,3,314.52,943.56
4192,2034-06-23,278,3,3,304.61,913.83
4193,2034-06-24,56,27,6,418.06,2508.36
4194,2034-06-25,89,47,4,453.76,1815.04
4195,2034-06-26,274,4,8,419.48,3355.84
4196,2034-06-27,314,6,2,24.55,49.1
4197,2034-06-28,437,45,8,114.61,916.88
4198,2034-06-29,428,49,6,34.81,208.86
4199,2034-06-30,155,31,7,195.69,1369.83
4200,2034-07-01,90,32,8,32.41,259.28
4201,2034-07-02,278,31,9,195.69,1761.21
4202,2034-07-03,335,27,9,418.06,3762.54
4203,2034-07-04,148,5,4,75.13,300.52
4204,2034-07-05,20,19,1,122.14,122.14
4205,2034-07-06,314,30,4,348.83,1395.32
4206,2034-07-07,369,46,7,52.46,367.22
4207,2034-07-08,149,2,8,202.66,1621.28
4208,2034-07-09,40,49,7,34.81,243.67000000000002
4209,2034-07-10,27,44,4,373.28,1493.12
4210,2034-07-11,117,40,6,242.68,1456.08
4211,2034-07-12,395,42,1,325.57,325.57
4212,2034-07-13,210,21,9,293.67,2643.03
4213,2034-07-14,357,21,8,293.67,2349.36
4214,2034-07-15,165,37,6,201.63,1209.78
4215,2034-07-16,316,15,4,321.97,1287.88
4216,2034-07-17,273,14,2,7.01,14.02
4217,2034-07-18,223,40,9,242.68,2184.12
4218,2034-07-19,163,42,3,325.57,976.71
4219,2034-07-20,197,9,3,405.61,1216.83
4220,2034-07-21,375,29,9,458.18,4123.62
4221,2034-07-22,307,12,5,64.18,320.90000000000003
4222,2034-07-23,64,37,7,201.63,1411.4099999999999
4223,2034-07-24,255,26,4,314.52,1258.08
4224,2034-07-25,354,42,4,325.57,1302.28
4225,2034-07-26,218,50,7,28.79,201.53
4226,2034-07-27,44,27,6,418.06,2508.36
4227,2034-07-28,500,3,2,304.61,609.22
4228,2034-07-29,401,7,2,57.21,114.42
4229,2034-07-30,416,1,9,296.6,2669.4
4230,2034-07-31,329,22,3,299.81,899.4300000000001
4231,2034-08-01,235,18,9,395.62,3560.58
4232,2034-08-02,171,18,3,395.62,1186.8600000000001
4233,2034-08-03,43,15,8,321.97,2575.76
4234,2034-08-04,46,30,6,348.83,2092.98
4235,2034-08-05,448,42,3,325.57,976.71
4236,2034-08-06,106,28,1,164.65,164.65
4237,2034-08-07,70,4,3,419.48,1258.44
4238,2034-08-08,310,20,1,443.87,443.87
4239,2034-08-09,6,15,2,321.97,643.94
4240,2034-08-10,91,8,8,427.54,3420.32
4241,2034-08-11,258,16,6,315.23,1891.38
4242,2034-08-12,239,11,9,58.73,528.5699999999999
4243,2034-08-13,320,29,6,458.18,2749.08
4244,2034-08-14,123,19,2,122.14,244.28
4245,2034-08-15,246,5,3,75.13,225.39
4246,2034-08-16,255,11,1,58.73,58.73
4247,2034-08-17,340,20,6,443.87,2663.2200000000003
4248,2034-08-18,155,15,2,321.97,643.94
4249,2034-08-19,29,26,5,314.52,1572.6
4250,2034-08-20,248,6,6,24.55,147.3
4251,2034-08-21,37,7,7,57.21,400.47
4252,2034-08-22,132,5,3,75.13,225.39
4253,2034-08-23,367,48,1,66.11,66.11
4254,2034-08-24,392,6,2,24.55,49.1
4255,2034-08-25,455,6,3,24.55,73.65
4256,2034-08-26,487,21,3,293.67,881.01
4257,2034-08-27,21,18,9,395.62,3560.58
4258,2034-08-28,301,12,2,64.18,128.36
4259,2034-08-29,235,36,2,98.82,197.64
4260,2034-08-30,166,39,6,182.82,1096.92
4261,2034-08-31,145,3,4,304.61,1218.44
4262,2034-09-01,95,2,7,202.66,1418.62
4263,2034-09-02,254,31,9,195.69,1761.21
4264,2034-09-03,432,8,3,427.54,1282.6200000000001
4265,2034-09-04,368,4,1,419.48,419.48
4266,2034-09-05,437,29,8,458.18,3665.44
4267,2034-09-06,244,30,8,348.83,2790.64
4268,2034-09-07,267,30,9,348.83,3139.47
4269,2034-09-08,139,46,5,52.46,262.3
4270,2034-09-09,302,4,9,419.48,3775.32
4271,2034-09-10,399,12,2,64.18,128.36
4272,2034-09-11,21,24,1,401.09,401.09
4273,2034-09-12,166,47,9,453.76,4083.84
4274,2034-09-13,5,27,5,418.06,2090.3
4275,2034-09-14,211,29,8,458.18,3665.44
4276,2034-09-15,48,11,6,58.73,352.38
4277,2034-09-16,307,30,7,348.83,2441.81
4278,2034-09-17,354,15,9,321.97,2897.7300000000005
4279,2034-09-18,30,43,1,464.59,464.59
4280,2034-09-19,468,34,1,373.84,373.84
4281,2034-09-20,309,49,9,34.81,313.29
4282,2034-09-21,105,3,1,304.61,304.61
4283,2034-09-22,475,47,6,453.76,2722.56
4284,2034-09-23,167,9,3,405.61,1216.83
4285,2034-09-24,480,20,6,443.87,2663.2200000000003
4286,2034-09-25,111,46,5,52.46,262.3
4287,2034-09-26,103,17,5,223.77,1118.8500000000001
4288,2034-09-27,393,27,7,418.06,2926.42
4289,2034-09-28,422,7,9,57.21,514.89
4290,2034-09-29,249,15,7,321.97,2253.79
4291,2034-09-30,331,48,8,66.11,528.88
4292,2034-10-01,461,30,3,348.83,1046.49
4293,2034-10-02,11,50,7,28.79,201.53
4294,2034-10-03,335,21,1,293.67,293.67
4295,2034-10-04,177,34,3,373.84,1121.52
4296,2034-10-05,56,19,5,122.14,610.7
4297,2034-10-06,414,13,6,402.07,2412.42
4298,2034-10-07,192,1,9,296.6,2669.4
4299,2034-10-08,51,35,4,148.02,592.08
4300,2034-10-09,210,37,7,201.63,1411.4099999999999
4301,2034-10-10,98,13,6,402.07,2412.42
4302,2034-10-11,471,23,9,190.34,1713.06
4303,2034-10-12,155,43,2,464.59,929.18
4304,2034-10-13,397,26,1,314.52,314.52
4305,2034-10-14,214,7,9,57.21,514.89
4306,2034-10-15,419,4,1,419.48,419.48
4307,2034-10-16,250,2,5,202.66,1013.3
4308,2034-10-17,356,48,7,66.11,462.77
4309,2034-10-18,95,19,5,122.14,610.7
4310,2034-10-19,149,48,2,66.11,132.22
4311,2034-10-20,177,9,8,405.61,3244.88
4312,2034-10-21,199,38,9,316.05,2844.4500000000003
4313,2034-10-22,7,29,5,458.18,2290.9
4314,2034-10-23,261,34,3,373.84,1121.52
4315,2034-10-24,105,17,5,223.77,1118.8500000000001
4316,2034-10-25,409,42,1,325.57,325.57
4317,2034-10-26,30,21,5,293.67,1468.3500000000001
4318,2034-10-27,196,34,4,373.84,1495.36
4319,2034-10-28,184,45,7,114.61,802.27
4320,2034-10-29,299,9,5,405.61,2028.0500000000002
4321,2034-10-30,63,24,7,401.09,2807.6299999999997
4322,2034-10-31,355,26,9,314.52,2830.68
4323,2034-11-01,425,37,4,201.63,806.52
4324,2034-11-02,329,36,1,98.82,98.82
4325,2034-11-03,41,39,2,182.82,365.64
4326,2034-11-04,397,10,7,195.03,1365.21
4327,2034-11-05,121,3,3,304.61,913.83
4328,2034-11-06,117,23,8,190.34,1522.72
4329,2034-11-07,424,38,2,316.05,632.1
4330,2034-11-08,147,18,6,395.62,2373.7200000000003
4331,2034-11-09,260,41,5,238.78,1193.9
4332,2034-11-10,471,46,1,52.46,52.46
4333,2034-11-11,235,8,3,427.54,1282.6200000000001
4334,2034-11-12,311,32,9,32.41,291.68999999999994
4335,2034-11-13,188,31,8,195.69,1565.52
4336,2034-11-14,387,17,4,223.77,895.08
4337,2034-11-15,314,3,7,304.61,2132.27
4338,2034-11-16,21,6,2,24.55,49.1
4339,2034-11-17,212,32,3,32.41,97.22999999999999
4340,2034-11-18,269,22,4,299.81,1199.24
4341,2034-11-19,367,30,7,348.83,2441.81
4342,2034-11-20,114,4,1,419.48,419.48
4343,2034-11-21,307,24,3,401.09,1203.27
4344,2034-11-22,156,8,5,427.54,2137.7000000000003
4345,2034-11-23,414,17,7,223.77,1566.39
4346,2034-11-24,338,48,9,66.11,594.99
4347,2034-11-25,183,3,6,304.61,1827.66
4348,2034-11-26,402,13,1,402.07,402.07
4349,2034-11-27,116,24,6,401.09,2406.54
4350,2034-11-28,293,43,8,464.59,3716.72
4351,2034-11-29,73,24,4,401.09,1604.36
4352,2034-11-30,395,11,2,58.73,117.46
4353,2034-12-01,152,19,6,122.14,732.84
4354,2034-12-02,459,47,7,453.76,3176.3199999999997
4355,2034-12-03,95,4,4,419.48,1677.92
4356,2034-12-04,469,24,4,401.09,1604.36
4357,2034-12-05,16,22,1,299.81,299.81
4358,2034-12-06,154,23,3,190.34,571.02
4359,2034-12-07,108,32,6,32.41,194.45999999999998
4360,2034-12-08,68,48,9,66.11,594.99
4361,2034-12-09,4,32,8,32.41,259.28
4362,2034-12-10,81,33,9,338.95,3050.5499999999997
4363,2034-12-11,295,38,4,316.05,1264.2
4364,2034-12-12,332,2,5,202.66,1013.3
4365,2034-12-13,178,49,2,34.81,69.62
4366,2034-12-14,79,43,7,464.59,3252.1299999999997
4367,2034-12-15,97,37,3,201.63,604.89
4368,2034-12-16,340,23,8,190.34,1522.72
4369,2034-12-17,354,28,1,164.65,164.65
4370,2034-12-18,227,7,6,57.21,343.26
4371,2034-12-19,372,35,1,148.02,148.02
4372,2034-12-20,362,28,1,164.65,164.65
4373,2034-12-21,1,21,1,293.67,293.67
4374,2034-12-22,99,46,8,52.46,419.68
4375,2034-12-23,497,49,9,34.81,313.29
4376,2034-12-24,373,35,4,148.02,592.08
4377,2034-12-25,373,32,4,32.41,129.64
4378,2034-12-26,164,44,7,373.28,2612.96
4379,2034-12-27,414,13,7,402.07,2814.49
4380,2034-12-28,162,33,2,338.95,677.9
4381,2034-12-29,192,34,6,373.84,2243.04
4382,2034-12-30,437,44,8,373.28,2986.24
4383,2034-12-31,467,39,4,182.82,731.28
4384,2035-01-01,128,31,2,195.69,391.38
4385,2035-01-02,222,9,9,405.61,3650.4900000000002
4386,2035-01-03,175,18,3,395.62,1186.8600000000001
4387,2035-01-04,122,28,1,164.65,164.65
4388,2035-01-05,414,32,6,32.41,194.45999999999998
4389,2035-01-06,302,38,1,316.05,316.05
4390,2035-01-07,129,26,5,314.52,1572.6
4391,2035-01-08,63,24,4,401.09,1604.36
4392,2035-01-09,420,40,8,242.68,1941.44
4393,2035-01-10,79,10,7,195.03,1365.21
4394,2035-01-11,213,15,3,321.97,965.9100000000001
4395,2035-01-12,123,39,9,182.82,1645.3799999999999
4396,2035-01-13,19,32,7,32.41,226.86999999999998
4397,2035-01-14,25,42,2,325.57,651.14
4398,2035-01-15,37,24,9,401.09,3609.81
4399,2035-01-16,166,18,8,395.62,3164.96
4400,2035-01-17,10,19,1,122.14,122.14
4401,2035-01-18,81,49,5,34.81,174.05
4402,2035-01-19,249,24,8,401.09,3208.72
4403,2035-01-20,368,8,4,427.54,1710.16
4404,2035-01-21,40,23,3,190.34,571.02
4405,2035-01-22,428,13,3,402.07,1206.21
4406,2035-01-23,300,8,3,427.54,1282.6200000000001
4407,2035-01-24,304,26,3,314.52,943.56
4408,2035-01-25,333,38,7,316.05,2212.35
4409,2035-01-26,164,35,4,148.02,592.08
4410,2035-01-27,329,6,3,24.55,73.65
4411,2035-01-28,91,2,2,202.66,405.32
4412,2035-01-29,472,37,3,201.63,604.89
4413,2035-01-30,27,42,3,325.57,976.71
4414,2035-01-31,136,46,6,52.46,314.76
4415,2035-02-01,459,3,1,304.61,304.61
4416,2035-02-02,5,23,7,190.34,1332.38
4417,2035-02-03,498,19,8,122.14,977.12
4418,2035-02-04,382,20,5,443.87,2219.35
4419,2035-02-05,116,46,1,52.46,52.46
4420,2035-02-06,37,4,4,419.48,1677.92
4421,2035-02-07,239,29,5,458.18,2290.9
4422,2035-02-08,171,36,9,98.82,889.3799999999999
4423,2035-02-09,417,1,8,296.6,2372.8
4424,2035-02-10,273,7,8,57.21,457.68
4425,2035-02-11,352,43,8,464.59,3716.72
4426,2035-02-12,45,44,3,373.28,1119.84
4427,2035-02-13,270,43,5,464.59,2322.95
4428,2035-02-14,320,46,9,52.46,472.14
4429,2035-02-15,121,5,2,75.13,150.26
4430,2035-02-16,249,16,5,315.23,1576.15
4431,2035-02-17,385,22,8,299.81,2398.48
4432,2035-02-18,203,49,9,34.81,313.29
4433,2035-02-19,494,27,5,418.06,2090.3
4434,2035-02-20,61,7,4,57.21,228.84
4435,2035-02-21,172,13,8,402.07,3216.56
4436,2035-02-22,179,13,1,402.07,402.07
4437,2035-02-23,57,47,3,453.76,1361.28
4438,2035-02-24,306,32,8,32.41,259.28
4439,2035-02-25,53,14,4,7.01,28.04
4440,2035-02-26,310,14,9,7.01,63.089999999999996
4441,2035-02-27,69,8,7,427.54,2992.78
4442,2035-02-28,235,40,3,242.68,728.04
4443,2035-03-01,208,7,8,57.21,457.68
4444,2035-03-02,268,39,3,182.82,548.46
4445,2035-03-03,374,15,6,321.97,1931.8200000000002
4446,2035-03-04,480,25,5,165.34,826.7
4447,2035-03-05,215,24,4,401.09,1604.36
4448,2035-03-06,373,14,3,7.01,21.03
4449,2035-03-07,309,12,3,64.18,192.54000000000002
4450,2035-03-08,428,5,7,75.13,525.91
4451,2035-03-09,98,23,9,190.34,1713.06
4452,2035-03-10,229,27,2,418.06,836.12
4453,2035-03-11,68,27,5,418.06,2090.3
4454,2035-03-12,293,6,9,24.55,220.95000000000002
4455,2035-03-13,264,19,4,122.14,488.56
4456,2035-03-14,377,40,7,242.68,1698.76
4457,2035-03-15,70,5,4,75.13,300.52
4458,2035-03-16,39,19,4,122.14,488.56
4459,2035-03-17,203,7,4,57.21,228.84
4460,2035-03-18,259,15,2,321.97,643.94
4461,2035-03-19,408,36,9,98.82,889.3799999999999
4462,2035-03-20,366,15,7,321.97,2253.79
4463,2035-03-21,290,21,7,293.67,2055.69
4464,2035-03-22,81,43,1,464.59,464.59
4465,2035-03-23,310,35,9,148.02,1332.18
4466,2035-03-24,351,17,1,223.77,223.77
4467,2035-03-25,202,8,5,427.54,2137.7000000000003
4468,2035-03-26,58,6,4,24.55,98.2
4469,2035-03-27,263,32,6,32.41,194.45999999999998
4470,2035-03-28,287,1,5,296.6,1483.0
4471,2035-03-29,131,50,7,28.79,201.53
4472,2035-03-30,317,43,5,464.59,2322.95
4473,2035-03-31,236,16,1,315.23,315.23
4474,2035-04-01,41,20,7,443.87,3107.09
4475,2035-04-02,307,35,8,148.02,1184.16
4476,2035-04-03,112,30,5,348.83,1744.1499999999999
4477,2035-04-04,137,5,3,75.13,225.39
4478,2035-04-05,374,6,6,24.55,147.3
4479,2035-04-06,11,33,2,338.95,677.9
4480,2035-04-07,144,29,3,458.18,1374.54
4481,2035-04-08,420,6,3,24.55,73.65
4482,2035-04-09,422,48,3,66.11,198.32999999999998
4483,2035-04-10,189,3,9,304.61,2741.4900000000002
4484,2035-04-11,352,45,6,114.61,687.66
4485,2035-04-12,142,37,3,201.63,604.89
4486,2035-04-13,326,26,7,314.52,2201.64
4487,2035-04-14,117,35,5,148.02,740.1
4488,2035-04-15,148,14,2,7.01,14.02
4489,2035-04-16,424,21,8,293.67,2349.36
4490,2035-04-17,386,39,9,182.82,1645.3799999999999
4491,2035-04-18,433,26,7,314.52,2201.64
4492,2035-04-19,221,17,7,223.77,1566.39
4493,2035-04-20,376,15,9,321.97,2897.7300000000005
4494,2035-04-21,459,14,9,7.01,63.089999999999996
4495,2035-04-22,330,33,3,338.95,1016.8499999999999
4496,2035-04-23,221,47,7,453.76,3176.3199999999997
4497,2035-04-24,290,4,3,419.48,1258.44
4498,2035-04-25,451,18,4,395.62,1582.48
4499,2035-04-26,89,36,4,98.82,395.28
4500,2035-04-27,360,26,9,314.52,2830.68
4501,2035-04-28,53,30,8,348.83,2790.64
4502,2035-04-29,464,10,7,195.03,1365.21
4503,2035-04-30,206,13,8,402.07,3216.56
4504,2035-05-01,257,43,5,464.59,2322.95
4505,2035-05-02,107,15,9,321.97,2897.7300000000005
4506,2035-05-03,210,36,7,98.82,691.74
4507,2035-05-04,283,50,9,28.79,259.11
4508,2035-05-05,219,21,3,293.67,881.01
4509,2035-05-06,284,17,9,223.77,2013.93
4510,2035-05-07,489,40,4,242.68,970.72
4511,2035-05-08,20,47,7,453.76,3176.3199999999997
4512,2035-05-09,80,24,6,401.09,2406.54
4513,2035-05-10,306,12,1,64.18,64.18
4514,2035-05-11,217,25,4,165.34,661.36
4515,2035-05-12,125,48,4,66.11,264.44
4516,2035-05-13,446,19,8,122.14,977.12
4517,2035-05-14,43,6,9,24.55,220.95000000000002
4518,2035-05-15,33,33,8,338.95,2711.6
4519,2035-05-16,458,27,6,418.06,2508.36
4520,2035-05-17,161,14,5,7.01,35.05
4521,2035-05-18,359,16,6,315.23,1891.38
4522,2035-05-19,372,13,7,402.07,2814.49
4523,2035-05-20,184,38,6,316.05,1896.3000000000002
4524,2035-05-21,145,49,5,34.81,174.05
4525,2035-05-22,27,22,7,299.81,2098.67
4526,2035-05-23,96,23,4,190.34,761.36
4527,2035-05-24,313,4,7,419.48,2936.36
4528,2035-05-25,8,43,8,464.59,3716.72
4529,2035-05-26,337,43,2,464.59,929.18
4530,2035-05-27,467,42,7,325.57,2278.99
4531,2035-05-28,96,38,7,316.05,2212.35
4532,2035-05-29,457,25,7,165.34,1157.38
4533,2035-05-30,163,32,6,32.41,194.45999999999998
4534,2035-05-31,72,17,6,223.77,1342.6200000000001
4535,2035-06-01,349,29,4,458.18,1832.72
4536,2035-06-02,364,36,7,98.82,691.74
4537,2035-06-03,370,45,2,114.61,229.22
4538,2035-06-04,152,48,7,66.11,462.77
4539,2035-06-05,440,19,2,122.14,244.28
4540,2035-06-06,189,7,1,57.21,57.21
4541,2035-06-07,398,44,3,373.28,1119.84
4542,2035-06-08,455,27,1,418.06,418.06
4543,2035-06-09,464,22,7,299.81,2098.67
4544,2035-06-10,26,11,3,58.73,176.19
4545,2035-06-11,71,49,5,34.81,174.05
4546,2035-06-12,486,19,4,122.14,488.56
4547,2035-06-13,90,7,3,57.21,171.63
4548,2035-06-14,284,6,5,24.55,122.75
4549,2035-06-15,142,48,4,66.11,264.44
4550,2035-06-16,410,36,4,98.82,395.28
4551,2035-06-17,208,36,7,98.82,691.74
4552,2035-06-18,85,41,3,238.78,716.34
4553,2035-06-19,436,17,7,223.77,1566.39
4554,2035-06-20,11,3,4,304.61,1218.44
4555,2035-06-21,287,48,1,66.11,66.11
4556,2035-06-22,394,27,3,418.06,1254.18
4557,2035-06-23,397,18,9,395.62,3560.58
4558,2035-06-24,279,45,9,114.61,1031.49
4559,2035-06-25,161,46,1,52.46,52.46
4560,2035-06-26,184,43,5,464.59,2322.95
4561,2035-06-27,457,35,6,148.02,888.1200000000001
4562,2035-06-28,141,32,9,32.41,291.68999999999994
4563,2035-06-29,273,24,8,401.09,3208.72
4564,2035-06-30,415,39,1,182.82,182.82
4565,2035-07-01,311,7,7,57.21,400.47
4566,2035-07-02,58,25,1,165.34,165.34
4567,2035-07-03,394,30,5,348.83,1744.1499999999999
4568,2035-07-04,221,37,7,201.63,1411.4099999999999
4569,2035-07-05,420,35,9,148.02,1332.18
4570,2035-07-06,434,44,7,373.28,2612.96
4571,2035-07-07,287,9,8,405.61,3244.88
4572,2035-07-08,285,45,6,114.61,687.66
4573,2035-07-09,147,41,7,238.78,1671.46
4574,2035-07-10,261,27,5,418.06,2090.3
4575,2035-07-11,271,49,4,34.81,139.24
4576,2035-07-12,437,13,3,402.07,1206.21
4577,2035-07-13,429,40,4,242.68,970.72
4578,2035-07-14,216,45,1,114.61,114.61
4579,2035-07-15,232,22,8,299.81,2398.48
4580,2035-07-16,262,7,8,57.21,457.68
4581,2035-07-17,483,11,8,58.73,469.84
4582,2035-07-18,320,30,1,348.83,348.83
4583,2035-07-19,255,36,3,98.82,296.46
4584,2035-07-20,191,10,6,195.03,1170.18
4585,2035-07-21,304,22,3,299.81,899.4300000000001
4586,2035-07-22,115,30,9,348.83,3139.47
4587,2035-07-23,442,41,5,238.78,1193.9
4588,2035-07-24,464,1,3,296.6,889.8000000000001
4589,2035-07-25,455,11,8,58.73,469.84
4590,2035-07-26,224,28,2,164.65,329.3
4591,2035-07-27,67,15,5,321.97,1609.8500000000001
4592,2035-07-28,350,5,3,75.13,225.39
4593,2035-07-29,318,1,3,296.6,889.8000000000001
4594,2035-07-30,40,45,2,114.61,229.22
4595,2035-07-31,252,15,6,321.97,1931.8200000000002
4596,2035-08-01,308,33,3,338.95,1016.8499999999999
4597,2035-08-02,202,41,3,238.78,716.34
4598,2035-08-03,234,1,5,296.6,1483.0
4599,2035-08-04,44,19,8,122.14,977.12
4600,2035-08-05,83,48,5,66.11,330.55
4601,2035-08-06,299,37,1,201.63,201.63
4602,2035-08-07,189,49,3,34.81,104.43
4603,2035-08-08,385,49,9,34.81,313.29
4604,2035-08-09,124,32,3,32.41,97.22999999999999
4605,2035-08-10,160,35,3,148.02,444.06000000000006
4606,2035-08-11,376,12,8,64.18,513.44
4607,2035-08-12,298,10,3,195.03,585.09
4608,2035-08-13,443,6,3,24.55,73.65
4609,2035-08-14,265,38,5,316.05,1580.25
4610,2035-08-15,135,19,2,122.14,244.28
4611,2035-08-16,333,11,7,58.73,411.10999999999996
4612,2035-08-17,173,17,7,223.77,1566.39
4613,2035-08-18,378,44,8,373.28,2986.24
4614,2035-08-19,286,10,8,195.03,1560.24
4615,2035-08-20,240,36,3,98.82,296.46
4616,2035-08-21,285,32,3,32.41,97.22999999999999
4617,2035-08-22,228,49,3,34.81,104.43
4618,2035-08-23,358,23,4,190.34,761.36
4619,2035-08-24,418,24,2,401.09,802.18
4620,2035-08-25,102,29,8,458.18,3665.44
4621,2035-08-26,253,34,8,373.84,2990.72
4622,2035-08-27,201,31,4,195.69,782.76
4623,2035-08-28,401,2,5,202.66,1013.3
4624,2035-08-29,418,48,2,66.11,132.22
4625,2035-08-30,323,11,3,58.73,176.19
4626,2035-08-31,427,47,4,453.76,1815.04
4627,2035-09-01,164,23,8,190.34,1522.72
4628,2035-09-02,358,5,4,75.13,300.52
4629,2035-09-03,204,24,1,401.09,401.09
4630,2035-09-04,438,5,6,75.13,450.78
4631,2035-09-05,325,47,2,453.76,907.52
4632,2035-09-06,432,13,9,402.07,3618.63
4633,2035-09-07,253,8,1,427.54,427.54
4634,2035-09-08,317,1,5,296.6,1483.0
4635,2035-09-09,401,5,2,75.13,150.26
4636,2035-09-10,434,34,5,373.84,1869.1999999999998
4637,2035-09-11,140,49,4,34.81,139.24
4638,2035-09-12,426,8,2,427.54,855.08
4639,2035-09-13,200,40,4,242.68,970.72
4640,2035-09-14,117,35,3,148.02,444.06000000000006
4641,2035-09-15,163,30,3,348.83,1046.49
4642,2035-09-16,10,6,9,24.55,220.95000000000002
4643,2035-09-17,458,25,8,165.34,1322.72
4644,2035-09-18,203,43,4,464.59,1858.36
4645,2035-09-19,262,11,1,58.73,58.73
4646,2035-09-20,4,18,9,395.62,3560.58
4647,2035-09-21,445,21,1,293.67,293.67
4648,2035-09-22,253,13,5,402.07,2010.35
4649,2035-09-23,382,27,2,418.06,836.12
4650,2035-09-24,80,26,5,314.52,1572.6
4651,2035-09-25,273,14,8,7.01,56.08
4652,2035-09-26,438,27,5,418.06,2090.3
4653,2035-09-27,43,45,6,114.61,687.66
4654,2035-09-28,194,24,2,401.09,802.18
4655,2035-09-29,142,45,8,114.61,916.88
4656,2035-09-30,51,31,1,195.69,195.69
4657,2035-10-01,309,50,7,28.79,201.53
4658,2035-10-02,324,6,5,24.55,122.75
4659,2035-10-03,99,24,3,401.09,1203.27
4660,2035-10-04,376,34,5,373.84,1869.1999999999998
4661,2035-10-05,283,25,9,165.34,1488.06
4662,2035-10-06,167,30,1,348.83,348.83
4663,2035-10-07,65,19,5,122.14,610.7
4664,2035-10-08,166,26,6,314.52,1887.12
4665,2035-10-09,288,46,9,52.46,472.14
4666,2035-10-10,381,46,4,52.46,209.84
4667,2035-10-11,268,32,3,32.41,97.22999999999999
4668,2035-10-12,410,4,7,419.48,2936.36
4669,2035-10-13,279,46,1,52.46,52.46
4670,2035-10-14,126,24,5,401.09,2005.4499999999998
4671,2035-10-15,65,49,9,34.81,313.29
4672,2035-10-16,491,48,1,66.11,66.11
4673,2035-10-17,298,22,4,299.81,1199.24
4674,2035-10-18,426,42,9,325.57,2930.13
4675,2035-10-19,23,1,8,296.6,2372.8
4676,2035-10-20,45,11,1,58.73,58.73
4677,2035-10-21,63,47,8,453.76,3630.08
4678,2035-10-22,364,43,7,464.59,3252.1299999999997
4679,2035-10-23,227,39,6,182.82,1096.92
4680,2035-10-24,211,4,1,419.48,419.48
4681,2035-10-25,212,41,5,238.78,1193.9
4682,2035-10-26,345,15,7,321.97,2253.79
4683,2035-10-27,227,2,4,202.66,810.64
4684,2035-10-28,91,21,2,293.67,587.34
4685,2035-10-29,495,17,4,223.77,895.08
4686,2035-10-30,319,11,3,58.73,176.19
4687,2035-10-31,42,39,2,182.82,365.64
4688,2035-11-01,100,15,2,321.97,643.94
4689,2035-11-02,71,27,7,418.06,2926.42
4690,2035-11-03,76,18,5,395.62,1978.1
4691,2035-11-04,108,4,7,419.48,2936.36
4692,2035-11-05,491,22,5,299.81,1499.05
4693,2035-11-06,159,14,8,7.01,56.08
4694,2035-11-07,233,31,3,195.69,587.0699999999999
4695,2035-11-08,381,47,1,453.76,453.76
4696,2035-11-09,112,35,1,148.02,148.02
4697,2035-11-10,134,17,8,223.77,1790.16
4698,2035-11-11,96,50,2,28.79,57.58
4699,2035-11-12,128,6,3,24.55,73.65
4700,2035-11-13,55,17,4,223.77,895.08
4701,2035-11-14,304,49,6,34.81,208.86
4702,2035-11-15,31,45,8,114.61,916.88
4703,2035-11-16,233,7,1,57.21,57.21
4704,2035-11-17,454,2,7,202.66,1418.62
4705,2035-11-18,425,32,3,32.41,97.22999999999999
4706,2035-11-19,389,6,8,24.55,196.4
4707,2035-11-20,395,4,6,419.48,2516.88
4708,2035-11-21,45,30,5,348.83,1744.1499999999999
4709,2035-11-22,411,21,8,293.67,2349.36
4710,2035-11-23,138,21,9,293.67,2643.03
4711,2035-11-24,129,41,5,238.78,1193.9
4712,2035-11-25,106,33,5,338.95,1694.75
4713,2035-11-26,83,2,4,202.66,810.64
4714,2035-11-27,296,42,3,325.57,976.71
4715,2035-11-28,5,13,7,402.07,2814.49
4716,2035-11-29,389,20,8,443.87,3550.96
4717,2035-11-30,438,5,4,75.13,300.52
4718,2035-12-01,466,28,1,164.65,164.65
4719,2035-12-02,157,19,1,122.14,122.14
4720,2035-12-03,349,10,5,195.03,975.15
4721,2035-12-04,349,6,6,24.55,147.3
4722,2035-12-05,259,20,5,443.87,2219.35
4723,2035-12-06,423,24,3,401.09,1203.27
4724,2035-12-07,306,24,7,401.09,2807.6299999999997
4725,2035-12-08,192,21,7,293.67,2055.69
4726,2035-12-09,455,30,9,348.83,3139.47
4727,2035-12-10,466,6,2,24.55,49.1
4728,2035-12-11,123,42,9,325.57,2930.13
4729,2035-12-12,495,11,7,58.73,411.10999999999996
4730,2035-12-13,202,39,5,182.82,914.0999999999999
4731,2035-12-14,443,9,5,405.61,2028.0500000000002
4732,2035-12-15,426,35,4,148.02,592.08
4733,2035-12-16,339,16,8,315.23,2521.84
4734,2035-12-17,354,50,9,28.79,259.11
4735,2035-12-18,274,41,6,238.78,1432.68
4736,2035-12-19,178,33,4,338.95,1355.8
4737,2035-12-20,133,31,6,195.69,1174.1399999999999
4738,2035-12-21,292,17,7,223.77,1566.39
4739,2035-12-22,373,39,4,182.82,731.28
